b9cb572a-95e0-4291-b32c-161770853cfa,name,ksqlDB
2f0172e6-0127-4bf7-9e1d-fce356e190f0,name,Kubecost
2f8e39ee-41e4-45d2-8f88-622f1e922ca7,name,Kubeflow
30f2527f-eaba-4189-b9c7-3989b4bcdf66,name,Kubernetes
f18365b5-534d-4ed8-a0ac-bfde9f8988bd,name,Kuma
e7f47fcb-f82a-471a-9deb-9e7e3ff251de,name,Kumu
e36306a4-ee12-4f37-a821-d4f5ccecd088,name,KVM (Kernel-based Virtual Machine)
d3900ddb-6194-4ce5-8ebc-13f647138cb4,name,Kyriba
c13d162a-2654-4082-8c65-7e702287ce30,name,LabChart
0a052ac4-fa61-4e84-945c-528cb3c9e3c0,name,Labeling and Advertising Compliance Management
f5403a20-38ab-4556-b771-46450243a84c,name,Labguru
79862dfe-cb1d-4f14-9faf-14d87840ce93,name,Labor Law and Employment Compliance
095d4f23-8c85-4449-b412-241b410d5fd0,name,Labor Law and Regulatory Compliance
0d31e77f-7fdc-4c60-a72a-37b98acb50cd,name,Laboratory Quality Assurance and Control
20eee41c-7fa7-492a-ba86-3b8ec6e819f0,name,Laboratory Techniques and Experimental Design
0b37ac37-4c42-49cb-a4f0-d3dbb69e7398,name,LabVIEW
333bf1e1-aaa0-4021-801d-230e4323ef74,name,LabWare LIMS
40dcf174-af84-4e66-9764-6f06205ca2a6,name,LabWindows/CVI
5962321f-142a-4095-bc08-961365e1fcb5,name,LAMMPS
4b7e04ed-3c04-4f8b-a2a9-573d4918f269,name,Land Reclamation and Rehabilitation
375a5602-0ad1-42b0-9b54-9f1f9b37981e,name,Land Use Planning
2a05d114-65b0-420f-a882-38ea56011af0,name,LangChain
925ec231-e16e-4af1-b4a1-c19165246515,name,Large Language Models
49dd5cb8-72a1-4dba-b4bc-627f5f4cc11f,name,Laser Applications
2c68f297-8120-4ee8-b8d0-a5c44fffddf0,name,LaTeX
04eb7782-05d7-4bd9-8852-be14da5eeb66,name,Lead Generation and Prospecting
2e4f2f1e-c38c-46c9-8de2-2da7c8f4a597,name,Lead Optimization and Medicinal Chemistry
da4249c8-94eb-4f85-bc4d-d8c4fb58ec00,name,Leadership Coaching and Feedback Delivery
bccac637-12d3-48b9-b600-dba2d62c7d51,name,Leadership Development
53c798ac-557c-498e-bd15-46491982feef,name,Leadership Development
b9a5d7fe-7ef9-4624-a346-f4b14e331167,name,Leadership Ethics and Corporate Social Responsibility
e2bcf74b-0e6f-4f97-8c11-25bddb899c81,name,Lean Methodologies
7ce85c7a-d8b7-41f0-99c7-997f7a4ec8b2,name,Learning Agility
63714903-2a73-4d59-8b8c-400637418e5c,name,Learning Analytics and Educational Data Science
10e23655-c930-412d-8754-a698f41e1853,name,Learning and Development
9a5b55d2-dac0-4b47-ac51-654d90d2a5a5,name,Learning and Development (WDHC)
7e9a0988-590f-4a81-9d3a-dac359081768,name,Learning Management System Administration
896825a2-990b-4d1b-8e0f-4d8c8611b65f,name,Learning Management Systems (LMS) Administration
acc27020-2df0-4b14-b05e-29c8a5670982,name,Learning Support Strategies and Academic Interventions
0fb9920b-cce2-45b4-9a4b-76e21d6e64b3,name,Learning Transfer
8df76986-1642-4428-a651-f3677205697d,name,Ledger Live
3233b677-91c0-49ae-bacd-bd8b6a57d79b,name,LEED and Green Building Certification Management
410d5599-7c02-455e-a6da-b2dd69588013,name,LEED Online
d17d6bd7-d742-41a7-b600-bde24071fe6a,name,Legal and Contractual Documentation
ff96aec3-2c3c-438c-98fb-e99c9ed13fc0,name,Legal and Contractual Knowledge in Insurance
95dcbe10-657c-48a3-911c-55648c8d3cfd,name,Legal and Ethical Compliance
ddae33a5-dcbd-4647-90cd-1a36b7a2d7ff,name,Legal and Regulatory Framework Interpretation
e65cb6cf-e95b-4d69-8eab-d6f1b7b2ecad,name,Legal and Regulatory Interpretation
1ec51c11-adc0-4612-af33-f0e80fcd95e4,name,Legal and Regulatory Liaison
47fc6924-d96d-46b7-ae1f-c71c046bb7a9,name,Legal and Regulatory Research for Regulatory Compliance and Risk Management
68d2b5c4-f230-40ed-8b33-2cb921fac0dd,name,Legal Documentation and Record Management
653c83cd-e5ee-4996-a584-0ee05cad1896,name,Legal Research and Analysis
c861dc69-75b5-4ef8-9a0a-a798df0d1484,name,Legal Risk Assessment and Mitigation
decc026b-0ed1-4b40-9b09-48a7d64dd969,name,Legal Technology and Tools Utilization
7ad0a0ad-04e6-4b76-97dd-e87eb483f4a3,name,Legislative and Regulatory Analysis
9b2a3696-6ac5-4d17-b73e-3002bf56969d,name,LenelS2 OnGuard
b14b73f6-8001-4ec7-b8ec-1e6989052061,name,Lenovo Data Center Infrastructure Management (DCIM)
2ca64a78-65fc-4997-870d-09059ec4a291,name,Less
f3b015b2-fd65-49a3-9251-ef75ed187073,name,LexisNexis
2a06a153-5f32-409b-a5cb-dacba2b24448,name,LexisNexis Regulatory Compliance
0936e58b-7f6e-4455-8dbf-cd2448fc1921,name,Libsodium
afa5dd1c-5271-48f7-a7ea-5a5e29df68b0,name,Licensing and Authorization Management
3050dc68-107a-4123-9ed2-7a8aff9273af,name,Licensing and Permitting Management
a0e1225f-58f5-4d38-8ece-e29b447bfdf2,name,Lifecycle Assessment and Environmental Impact Analysis
5121b979-1377-4638-9c6b-a5753ed7396f,name,Lifecycle Assessment and Environmental Impact Analysis
f4bd9521-37b5-49f9-9b7e-2725394866ea,name,Lifecycle Assessment and Environmental Impact Analysis for Sustainability and Environmental Risk Management
c68bf785-5e89-4761-ab84-fad0dbb978a6,name,Lifecycle Asset Management
19657c76-8a46-4010-b4ac-8150cbabc82b,name,Lifecycle Asset Management for Maintenance Engineering
41f096c0-e46e-4c32-b519-ff915af3ecfd,name,Lighting Design and Applications
a760f694-4462-449a-924e-164070a789cd,name,Lighting Design and Engineering
11a37d3f-950f-4833-8507-003c61cd8ec0,name,Linear Algebra
101270f3-bc7f-4a5e-bb94-e8449506dca8,name,Linear Systems Analysis
c6a686c4-d8b6-4c25-9f25-a35c106df457,name,LinkedIn Learning
e7e2ff81-3f58-4041-8465-b1b55a6d095e,name,LinkedIn Sales Navigator
2c35d95f-02b5-4f68-ba4f-102007c0efce,name,LinkedIn Talent Solutions
38587330-943e-4fd6-9f6e-3a7193c1f442,name,Linkerd
adad768b-787c-48b4-b5ad-e8f21186d308,name,Linux and Open Source Systems
64a2947f-84a3-4b5b-a17d-2c79681973d1,name,Linux Installation and System Administration
e669cf00-e026-41ee-b63e-19421b70e301,name,Linux System Administration
15c2ddba-bb84-4ccc-b4f7-77fa24a8632f,name,Lipofectamine
af589153-8d4a-4781-a53f-e9c2f27626ee,name,Lipper
c8306288-c36f-4842-8d34-960969102965,name,Liquibase
f77c638c-de28-46ab-ab87-348db9bf23b9,name,Liquidity Risk Management
1df0d522-a1bc-4da3-82e1-8ca119bb177e,name,Litigation and Dispute Resolution
e13eb8c9-59d4-43b4-a9e2-aa60fa199bbb,name,LivePerson
5426449c-6d30-471a-af2f-590992b3c5f8,name,Livestock Equipment Operation and Maintenance
618062e3-5a1a-48ec-b2d6-f210f4a91142,name,Livestock Health Record Keeping and Data Management
13dbdd0e-6ecd-43ed-9d69-f12da82a8888,name,Livestock Housing and Facility Design
946c6972-9032-43d7-b8b3-8eb50fa569ed,name,Livestock Marketing and Economics
2fe00247-8a8c-43da-af4b-5ea0600c29f9,name,Livestock Production Systems Management
dfe12f71-384d-40ea-aba3-918b79022b58,name,Llamasoft Supply Chain Guru
ca71614c-2d6c-4fd1-9126-5e2526932282,name,Loan IQ
47bbe6eb-3147-47c5-9c7d-f785fe180bec,name,Loan Processing and Credit Administration
8419410f-4519-4bfa-86a5-a24209a4debf,name,Locust
59fd72e1-f039-46ad-b316-6a216ec6493f,name,LogicGate
bdbfaeee-97c1-400e-85bb-d10c22180400,name,LogicGate Risk Cloud
dfcf8b06-265a-445a-9407-c794332d0c00,name,LogicManager
e95ab9ca-fe81-426a-bc15-d7ab473127d5,name,Logistics and Distribution Coordination
e20ec3a0-f5db-452c-b098-4dfad9e992fa,name,Logistics and Transportation Management
52171cec-88b4-451a-8f00-2bc8c4a82377,name,Logistics Operations Planning and Execution
10fa72d5-2df0-4e33-b307-3e6a8adfca5e,name,Logistics Planning and Coordination
b8975021-85d6-4701-82eb-bf16a94acf5c,name,LogRhythm NextGen SIEM
11cd65e5-3f43-4f3f-b709-cf332bf50088,name,Looker
bd6b92e1-9dfa-4439-8d07-19e5722a6355,name,LoRaWAN
ed53e0c2-bf28-46c0-a8cc-0d7bfe9de271,name,LOTOS
6f3eaa75-9636-4066-960e-30b49cd124ba,name,Loudsoft
483632ce-df73-4a38-9079-e389e0f145e4,name,Loudspeaker Systems Design
da3791c1-b191-4c15-8d01-c6b70f8148d8,name,Loyalty and Customer Relationship Management (CRM)
3ebea74a-b48e-45f4-891a-b9880f51559a,name,LoyaltyLion
693c8daa-3641-40a8-b7e4-b2391acc5eb1,name,LTE (Long-Term Evolution)
b41469b2-764c-43d5-a163-23f5b8cf0b02,name,Lua
4ea63f67-b272-4072-9a28-d9282a34fa07,name,Lua Programming
8188b3aa-d321-4b5b-932b-71060685175e,name,Lucene
b459097f-6d7c-4814-9f9c-75155e012104,name,Lumerical (Ansys Lumerical)
b61b208c-d90d-41dd-a9c4-a912e136f4b3,name,Machine and Equipment Safety
03d74255-6f9f-47f3-943e-3f08e67b8ff8,name,Machine Design
b2f2d0d2-8049-4d6e-a402-57d3a645fa76,name,Machine Learning Development
21b17407-be85-4c8b-bda0-3d0793b159c2,name,MadCap Flare
8a32d39e-55fc-4f07-8ff9-47b5e70c240c,name,Magento
78049396-e16e-4c8f-b52b-09b3e856f4a2,name,MagicDraw
77d83601-43c1-4da4-ad32-990a3bc91c5f,name,MagicDraw (Cameo Systems Modeler)
a39d753e-0c65-449d-bfd8-0ee5b99b6c9e,name,Mailchimp
d67fe304-21c6-49eb-a01a-ffb0846fb3eb,name,Maintenance Budgeting and Cost Control
8a725093-d6bd-4524-89f4-b8471ce46521,name,Maintenance Budgeting and Cost Control for Maintenance Engineering
5f3c2b6d-3e93-4f87-84ea-5eef9ed179eb,name,Maintenance Coordination and Asset Management
e2473a38-537f-47fd-a86f-4abdf9f528c8,name,Maintenance Data Analysis and Reporting
89bb97cf-525e-411d-b48a-3e020b0ce81b,name,Maintenance Documentation and Technical Writing
c6fc0486-b4e7-4a42-83be-f1622834e9bd,name,Maintenance Engineering Design and Modification
6e6ab555-765e-46d3-8d2a-848e54673ccd,name,Maintenance Management Systems
fecaaf11-713f-4eab-b583-f7e84332702b,name,Maintenance Management Systems and Software
e2bce3d5-4d5d-4bad-900b-e0ca424804b7,name,Maintenance Project Management
07bb4792-c9c0-49c2-a51e-83232c8137aa,name,Maintenance Quality Assurance and Compliance
a4decba4-20eb-4802-b3e9-17a02a21fc63,name,Maintenance Safety Training and Competency Development
17a21362-6662-4bd1-8f70-9cef235066b2,name,Maintenance Scheduling and Resource Coordination
170a8166-9b27-46ab-a785-ac9b2c82b820,name,"Maintenance, Troubleshooting, and Repair of Agricultural Machinery"
8c08c923-9393-450b-ba7e-b2aa30e31cb8,name,Maltego
7a0e7968-d1aa-4447-a346-31ed7be864e6,name,Managing Difficult Conversations
4f5e8300-fa29-4fdb-ad34-04337fece8ca,name,Manhattan Associates Warehouse Management System
d8e6ea1c-0ed4-4ddb-acaa-afd1a32864c0,name,Manhattan Warehouse Management System
3b95d40e-980f-4fcc-b694-45f0b70c62ee,name,MantisBT
b27b8969-51ef-4316-914e-589f73760d15,name,Manual Testing
56d22846-8677-4e8a-8baa-e42a834efc6d,name,Manufacturing Business Models
c963cf5f-4de3-408a-8a29-f40cf9d8e0d9,name,Manufacturing Operations and Process Optimization
dd279596-b098-4390-9131-a590c99a0c15,name,"Manufacturing Process Development, Technology Transfer, and Scale-Up"
8074ac51-58e7-4444-b4f9-6c107f091529,name,Manufacturing Process Quality Control
ac5b7771-8ee9-45b6-9d99-ffebe0ff8eed,name,Manufacturing Strategy Development and Deployment
22d46492-5fd2-4f85-9d3f-0a27c3962a9c,name,Manufacturing Systems and Platforms
0e380d08-1fc7-418e-ba93-95d3a84b9686,name,Manufacturing Technology Evaluation and Integration
a1522e26-5d0f-412b-ba2e-ae6fc40ba73a,name,MapAnything (Salesforce Maps)
4f51f683-1bf8-4b86-b277-33b595892bcd,name,MAPP Online
6701e943-279c-492d-9ea1-6a2112e5216b,name,Marine and Aquatic Ecosystem Conservation
06c24ff2-d427-41fc-9799-8c31646359ad,name,Marine Collision and Grounding Analysis
555c40d0-e986-4632-85de-0a6a88609b04,name,Markdown
d4d5e7ca-43ee-4f61-a03f-cc888f0c16d0,name,Market Access Strategy and Pricing
3f415883-23f3-4d48-a53d-34959917dd7c,name,Market and Customer Insight Analysis
53f099ac-b15c-4766-a964-8e5bbde4fdb3,name,Market and Economic Research
44404213-36cd-4c8d-8505-b09a45f39f7f,name,Market and Sales Data Analysis
f6b38f91-6edd-4f35-a92a-273b91cc5874,name,Market Research and Competitive Intelligence
fe8a0328-ef72-4887-9ddb-7e8ded104f10,name,Market Research and Consumer Insights
37d73c1e-86ef-47d5-9184-bef19d02ccc9,name,Market Research and Customer Insights
48583961-2b81-4f9f-ae06-e8c9e45d4f32,name,Market Risk Analysis and Control
42877ca0-b282-4a3b-adf3-c7689b503247,name,Marketing Analytics and Performance Measurement
6e4c9d65-fd68-4d98-abf2-da9b371dd506,name,Marketing Campaign Execution and Performance Measurement
af1cd5a8-0b52-4254-86dc-6c9bc2edd54c,name,Marketing History
10f9b691-e2a0-4813-8edd-c32cee416b76,name,Marketing Strategy and Planning
2f10d356-a00e-4750-9abb-aab8c1a412ff,name,Marketing Technology and Automation
270d3a3b-edff-47c1-8f1f-94b8e880bc25,name,Marketing Theory
d73dc668-11a8-4a60-b32c-ad875f378000,name,Marketo Engage
8c1f53ae-f77d-435d-8c8a-73fddc0eff64,name,MASM
7e935d53-dcbc-418b-81e1-2804bbf49959,name,Mass Transfer
090eb09a-3255-4f26-8144-2effc2491790,name,MassLynx
a603c462-e17e-4d8e-845a-14f58ede49d3,name,Mastercard Payment Gateway Services
447afcb6-8484-4eea-81ad-c12a3c2735fb,name,MasterControl
09f5fa35-a155-4f52-bf71-3b03112252ab,name,MasterControl Audit Management
c9a227cd-48e2-4f21-a192-7c8006971d81,name,MasterControl Quality Excellence
0598f5cf-e93c-496f-88eb-3c68d5a7a056,name,MasterControl Regulatory Compliance
565b5333-9195-4675-9027-9eabbdd159b3,name,Material Handling and Transportation
605b2140-b1e2-4770-8769-52cf931d4846,name,Material Handling Equipment Operation and Management
ca5d85d1-7468-4f04-841c-d3042b5956c2,name,Material Procurement and Supply Chain Coordination
23ce7694-f05a-433c-8ccf-d20e13d399c8,name,Material Sampling and Testing
c8033a02-ec9a-40f5-b40e-061ec7089ee6,name,Material Specification and Selection
33f08719-39d9-4076-b2ec-6dc55f25cec0,name,Material Testing and Evaluation
6035313c-ce9a-4506-afca-95bd19608f06,name,Materials Engineering for Transportation Infrastructure
d4de8c62-0274-4067-ae47-d3ace157ce92,name,Materials Handling and Logistics within Processing Plants
71c23488-6489-4950-a28b-068b6b49a3d3,name,Materials Science and Biomaterials
e4d9528f-e9de-4152-a6d9-ebb1142e0015,name,Mathematical Foundations for Computing
ce22ad52-aee2-4054-8635-e028cffd01e6,name,Mathematical Modeling
a2d5f187-9187-4d01-8ba9-d699254221ec,name,Mathematical Optimization
155994ea-0dbc-4bad-a806-e255830467ce,name,MATLAB
71b12efe-7437-44f3-964c-d943b056d538,name,MATLAB 5G Toolbox
ef9f969e-56bb-4b0f-8130-099fa782c8f2,name,MATLAB Image Processing Toolbox
6eb8d4f3-92ac-471d-85f3-427304e24204,name,MATLAB Simulink
d764d9de-6270-4076-a485-a2acbc5d0539,name,MATLAB/Simulink
7af972f5-9a09-4c2e-9b1e-1ec6ffcae688,name,matplotlib
c647d577-5a5b-4ca2-b9b6-4e4ecf6a66f7,name,Maven
20155e7b-03b5-4579-b0cd-cc602fbce9cb,name,MAXQDA
bbee1eca-8dd0-4135-8436-4c2ce1a91191,name,mCRL2
c3d0632e-1870-461d-8ed7-8668bac10be2,name,ME'scope
fe6de4af-cbe5-4b8f-a319-b8459439176c,name,Mechanical Component Analysis
29d7d662-596d-40f8-af7c-78d1b4338bee,name,Mechanical Equipment Maintenance
261ba429-6f6a-44bc-9830-3dd8f8d3c81c,name,Medallia
31f8204f-516f-4ed6-8f7c-768391b4e322,name,Medallia Experience Cloud
3b5c54ca-0023-4f17-89f8-e53a1e6ce98e,name,MedDRA
14dfab9c-f277-43b0-aff5-f79fb491acd8,name,Media History and Evolution
453cff50-48c1-4b0a-88a2-84431c6d8c29,name,Medical Affairs Analytics and Insights
ef7ab810-d365-40b3-bab1-d78cad07e09d,name,Medical Affairs Budgeting and Resource Management
55d8ba89-0d25-40b6-8b55-11880831eec6,name,Medical Affairs Compliance Training and Auditing
e15ff98c-7917-4938-9f40-fb31c075d6e6,name,Medical Affairs Digital Tools and Technologies
f550cf6b-5e3a-4db3-9670-512828d8a774,name,Medical Affairs Leadership and Team Development
5b3760a4-39cd-4528-9b0e-2142876be151,name,Medical Affairs Risk Management
14d363d7-e27e-4032-8e00-e97c41faaf1e,name,Medical and Scientific Evaluation
ddfe5867-4df3-4b1d-add4-5c40edace71b,name,Medical Device Cybersecurity
7c246434-e3bf-487a-be42-67d0ca8b65ab,name,Medical Device Design Engineering
e41213ef-97d5-4270-ad19-480c303eecfc,name,Medical Device Documentation and Technical Writing
008ce4bd-074a-49cc-bb2f-50479e662e63,name,Medical Device Manufacturing Processes
ed5e3e89-54d3-4737-9e33-787d2237a523,name,Medical Device Packaging and Sterilization
7b564631-77be-432a-b6e3-03a7fe6de25b,name,Medical Device Project Management
98f2260a-eee2-4565-9d6d-40e6c040dce1,name,Medical Device Research and Development
8beaf2b5-0b66-425f-9f32-1cfd75149a27,name,Medical Device Software Development and Validation
5ac89286-b45c-414b-8650-c0461fb9931d,name,Medical Device Testing and Validation
8dab93c3-e229-4cbd-82b4-4f7d4f63bf87,name,Medical Education and Training
930498c6-7586-4a97-b998-49dd5826acbe,name,Medical Imaging and Diagnostic Technologies
